0,15.3031,26.86,2.98564,2.39645,9.12862,2.42956,54.639,7.20093,11.3588,16.7467,2.31081,0.894444,0.00168319,0.239916,1.33776,0.00132107,0.233278,0,0,0
500,2.19389,1.81858,2.07763,2.27441,2.22097,1.99609,2.83,2.47708,2.48121,2.74827,2.19596,25.7514,2.48976,2.77526,2.72359,2.64127,2.72574,0,0,0
501,2.00803,1.99467,1.96056,2.07618,2.39599,3.82266,2.23655,2.22818,2.14431,2.11578,2.25982,2.26272,3.16868,2.10995,2.08538,2.49881,2.08059,2.91427,2.6784,2.16932
502,2.08017,2.11972,3.99405,2.96749,2.56208,2.28062,2.73371,2.56851,3.60752,2.19974,2.55246,2.19291,2.22428,2.58314,2.71012,2.77787,2.73514,2.70797,2.79953,2.65246
503,2.22085,2.81275,2.42597,2.10563,2.15164,2.13135,2.31056,2.27993,2.26972,2.88492,2.18218,1.90066,2.59959,2.7906,2.19074,2.43711,6.32866,2.43244,2.49016,2.23722
1,1.82712,12.7031,3.401,4.85147,2.99865,2.71672,2.31176,2.36165,4.9129,4.45264,14.908,7.65469,63.2055,108.576,1.53146,0.261207,0.139554,0.00453371,1.21643,0.124081
200,2.06663,3.64813,1.96149,2.06907,4.10092,2.76332,3.65814,2.21245,2.09269,2.01461,2.47627,2.36852,22.394,7.14772,8.36014,24.8592,9.60561,16.2657,2.13968,0.584082
100,11.9743,15.3022,2.23699,3.97597,0.685533,3.41425,0.0042848,0.00130393,1.42266e-05,0,0,0,0,0,0,0,0,0,0,0
101,2.3326,2.57341,1.97449,1.84871,1.96561,1.95071,2.14419,2.27448,2.54414,2.40442,2.28087,1.98746,3.34257,2.49336,2.8393,4.5312,5.79909,19.4425,0.900002,2.94965e-06
400,3.24923,3.50784,3.86095,2.82502,3.73436,10.7353,7.12691,58.536,16.1161,11.44,36.0833,0.61465,0.0583989,0.00954206,0.00117739,0.24061,0.299655,0.0985245,0,0
2,2.32919,2.09411,2.34307,2.86036,1.97972,2.35497,2.35385,2.27551,2.04178,2.78238,2.40932,2.24719,2.15113,3.28879,2.38283,4.62954,3.58732,4.89444,9.05983,5.48468
3,3.61572,4.47058,2.18944,2.51898,1.94059,2.29376,2.28749,2.21149,2.51958,1.90918,2.66889,2.49915,3.32799,2.04574,2.1563,2.35886,2.13372,1.83579,2.12442,3.35538
700,44.5705,7.48749,45.0937,5.16413,16.8413,8.0618,17.027,0.0953417,0,0.824091,0.0237951,0.00485013,0.000906329,0.276233,0.0132245,1.91274e-05,5.87906e-07,0,0,0
300,2.4107,2.23553,2.03078,2.03828,2.51952,2.31037,2.23291,4.05897,3.43436,21.7261,2.64908,4.03601,4.96224,5.585,7.18564,10.2111,6.59684,9.08335,11.9075,5.81695
504,1.98094,3.10473,3.02194,2.99216,22.4545,18.8524,9.86375,14.2936,8.81929,9.00945,0.494583,2.86162e-07,0.00136322,1.77189,0.200976,0,0,0,0,0
505,2.03236,2.27988,3.07511,2.81892,1.99628,2.72715,2.2237,2.35975,2.37271,2.23535,2.32589,2.14439,2.12087,2.6989,3.04079,2.91389,2.2867,2.37305,2.22122,2.3385
600,6.34432,6.60168,11.3958,7.28182,45.7834,6.82393,5.56501,5.77642,8.3288,12.6243,6.49393,6.34591,7.44435,10.5145,0,0,0,0,0,0
4,2.48239,17.2807,4.03599,10.4468,3.80293,2.47017,2.95791,3.02008,2.74239,2.78481,4.07071,3.05472,4.49037,3.73582,3.18292,3.49809,3.62039,4.2821,4.86769,4.93828
201,12.8434,23.2827,18.6289,3.95407,2.6884,46.0265,0.0244182,0.254919,0.119055,0.824059,0.0288834,1.3802e-06,0.916733,0,0,0,0,0,0,0
202,2.15271,1.92106,2.18068,3.02879,2.43415,2.48215,2.90108,1.92914,2.56793,3.0704,2.22585,2.13178,2.36376,2.18618,3.53129,2.50262,2.67222,2.66573,2.75305,2.75854
102,1.9477,1.98477,2.21759,2.9438,5.1124,2.22249,3.97067,12.3867,65.5639,15.7206,29.5309,2.24974,0.344551,2.23427,5.63281,4.55854,2.09315,3.07122,5.31654,4.4878e-05
